"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139136",3679959,"SRR9139136","SRS4831242","SRX5912355","GSM3823771_ 2yr_KO_8F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823771","GSM3823771","2yr_KO_8F",1580529281,16300273,"2019_11_28 20_26_12",585419715,1580529281,16300273,16300273,"index_0_count_16300273_average_48_48_stdev_3_23_index_1_count_16300273_average_48_48_stdev_3_22","GSM3823771_r1",0.5,2.73,0.09,1302766858,1304190257,1250006667,1258217177,100.11,100.66,15687308,13856032,148.335,909.273,39,118850,81.7,85.4,17001688,12817005,17001688,12817005,80.81,81.44,17001688,12676670,17001688,12223258,183475424,14.08,1.26,4.16,0.48,0.29,2.98,15687308,96,96.06,1.23,0,1.1,543.34,0.12,205452,16300273,678735,78458,48007,486500,1197,11656,2394771,8448,2416072,92.08,15008573,114501,2247803,19.631295796543,16300273,15687308,205452,678735,78458,48007,486500,15008573,96.2,1.3,4.2,0.5,0.3,3,92.1,48.48,790235505,25.2,24.2,25,25.5,0.1,35.9,28.4,"SRS4831242","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_36_sra_base_sums_SRP199678_SRR9139136_ALL_bw","2 years","Microglia","KO","female","Microglia","None/naïve","grp24"
"SRR9139137",3679993,"SRR9139137","SRS4831244","SRX5912356","GSM3823772_ 2yr_KO_9F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823772","GSM3823772","2yr_KO_9F",1733038054,17901668,"2019_11_28 20_26_12",643638257,1733038054,17901668,17901668,"index_0_count_17901668_average_48_40_stdev_3_34_index_1_count_17901668_average_48_41_stdev_3_33","GSM3823772_r1",0.59,2.74,0.13,1409443559,1410294733,1350338623,1358804824,100.06,100.63,17161262,15305831,143.033,850.504,38,140594,80.91,84.72,18649316,13885573,18649316,13885573,80.02,80.66,18649316,13732686,18649316,13220268,204752671,14.53,1.33,4.31,0.49,0.33,3.32,17161262,96,95.88,1.26,0.01,1.1,664.39,0.12,237288,17901668,771482,87043,59826,593537,1246,11885,2569614,8024,2590769,91.55,16389780,114493,2396421,20.930720655411,17901668,17161262,237288,771482,87043,59826,593537,16389780,95.9,1.3,4.3,0.5,0.3,3.3,91.6,48.4,866499095,25.2,24.1,25,25.6,0.1,35.9,28,"SRS4831244","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_37_sra_base_sums_SRP199678_SRR9139137_ALL_bw","2 years","Microglia","KO","female","Microglia","None/naïve","grp24"
"SRR9139138",3680026,"SRR9139138","SRS4831243","SRX5912357","GSM3823773_ 2yr_KO_10M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823773","GSM3823773","2yr_KO_10M",1737603914,17925995,"2019_11_28 20_26_12",652315739,1737603914,17925995,17925995,"index_0_count_17925995_average_48_47_stdev_3_26_index_1_count_17925995_average_48_47_stdev_3_25","GSM3823773_r1",0.39,2.57,0.14,1427168495,1431633646,1369778564,1381586960,100.31,100.86,17216237,15190053,147.935,911.581,38,131357,83.18,86.91,18650405,14320973,18650405,14320973,82.24,82.92,18650405,14159416,18650405,13663792,180226630,12.63,1.27,4.12,0.53,0.31,3.12,17216237,96,96.01,1.19,0,1.09,379.61,0.12,227846,17925995,738550,95069,55437,559252,1352,12482,2694813,7476,2716123,91.92,16477687,116129,2525200,21.744783817996,17925995,17216237,227846,738550,95069,55437,559252,16477687,96,1.3,4.1,0.5,0.3,3.1,91.9,48.47,868791345,25.2,24.1,25.1,25.5,0.1,35.8,28,"SRS4831243","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_38_sra_base_sums_SRP199678_SRR9139138_ALL_bw","2 years","Microglia","KO","male","Microglia","None/naïve","grp2"
"SRR9139139",3680058,"SRR9139139","SRS4831245","SRX5912358","GSM3823774_ 2yr_KO_11M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823774","GSM3823774","2yr_KO_11M",1867395279,19272100,"2019_11_28 20_26_13",701542055,1867395279,19272100,19272100,"index_0_count_19272100_average_48_45_stdev_3_28_index_1_count_19272100_average_48_45_stdev_3_27","GSM3823774_r1",0.47,2.58,0.11,1534914977,1544409011,1470998016,1488270289,100.62,101.17,18538095,16200540,149.258,939.296,38,143060,87.02,91.07,20119780,16131628,20119780,16131628,86.06,86.85,20119780,15953845,20119780,15385033,133702096,8.71,1.28,4.28,0.51,0.22,3.08,18538095,96,95.93,1.2,0,1.09,603.3,0.12,246932,19272100,823981,98872,42375,592758,1457,14255,3094180,8993,3118885,91.92,17714114,116882,2895998,24.777108536815,19272100,18538095,246932,823981,98872,42375,592758,17714114,96.2,1.3,4.3,0.5,0.2,3.1,91.9,48.45,933668959,25,24.4,25.2,25.2,0.1,35.6,27.1,"SRS4831245","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_39_sra_base_sums_SRP199678_SRR9139139_ALL_bw","2 years","Microglia","KO","male","Microglia","None/naïve","grp2"
"SRR9139140",3680284,"SRR9139140","SRS4831246","SRX5912359","GSM3823775_ 2yr_KO_12M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823775","GSM3823775","2yr_KO_12M",1698255342,17534985,"2019_11_28 20_26_13",641750984,1698255342,17534985,17534985,"index_0_count_17534985_average_48_42_stdev_3_32_index_1_count_17534985_average_48_43_stdev_3_31","GSM3823775_r1",0.52,2.58,0.13,1390598266,1391548485,1333751447,1342423155,100.07,100.65,16848049,14945305,145.696,894.788,38,134040,81.27,84.99,18295313,13692832,18295313,13692832,80.54,81.21,18295313,13568902,18295313,13085079,201646780,14.5,1.26,4.2,0.51,0.3,3.1,16848049,96,95.96,1.23,0,1.11,530.47,0.12,220701,17534985,736203,89954,52740,544242,1294,11781,2530204,7450,2550729,91.88,16111846,115132,2363599,20.529470520794,17534985,16848049,220701,736203,89954,52740,544242,16111846,96.1,1.3,4.2,0.5,0.3,3.1,91.9,48.42,849112415,25.4,24,24.9,25.6,0.1,35.6,27.1,"SRS4831246","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_40_sra_base_sums_SRP199678_SRR9139140_ALL_bw","2 years","Microglia","KO","male","Microglia","None/naïve","grp2"
"SRR9139141",3680315,"SRR9139141","SRS4831247","SRX5912360","GSM3823776_ MG_Sal_WT_1F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823776","GSM3823776","MG_Sal_WT_1F",1377033543,14163830,"2019_11_28 20_26_13",541668668,1377033543,14163830,14163830,"index_0_count_14163830_average_48_61_stdev_2_18_index_1_count_14163830_average_48_61_stdev_2_18","GSM3823776_r1",0.59,2.78,0.12,1216385116,1216346349,1165398895,1171877465,100,100.56,13576913,11018674,211.454,1484.299,80,53907,81.81,85.56,14696720,11107171,14696720,11107171,81.24,81.84,14696720,11029643,14696720,10623758,171334106,14.09,1.57,4.2,0.43,0.27,3.45,13576913,97,96.16,1.18,0,1.13,662.21,0.16,222698,14163830,595364,60252,38242,488423,965,9028,2022392,6151,2038536,91.65,12981549,105059,1995589,18.994936178719,14163830,13576913,222698,595364,60252,38242,488423,12981549,95.9,1.6,4.2,0.4,0.3,3.4,91.7,48.61,688553316,24.8,24.1,25.1,25.9,0.1,35.4,27.4,"SRS4831247","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_41_sra_base_sums_SRP199678_SRR9139141_ALL_bw","2 months","Microglia","WT","female","Microglia","Saline","grp33"
"SRR9139142",3680349,"SRR9139142","SRS4831248","SRX5912361","GSM3823777_ MG_Sal_WT_2F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823777","GSM3823777","MG_Sal_WT_2F",1498136287,15407000,"2019_11_28 20_26_13",577748008,1498136287,15407000,15407000,"index_0_count_15407000_average_48_62_stdev_2_17_index_1_count_15407000_average_48_62_stdev_2_16","GSM3823777_r1",0.36,3.1,0.1,1333620648,1334752010,1280067162,1288051062,100.08,100.62,14861836,11988430,210.758,1531.721,80,59520,83.28,86.93,16030038,12376805,16030038,12376805,82.72,83.34,16030038,12293774,16030038,11866234,172122166,12.91,1.42,4.05,0.41,0.23,2.89,14861836,97,96.26,1.18,0,1.12,260.4,0.13,218267,15407000,624323,63339,36182,445643,1210,10664,2307615,6704,2326193,92.41,14237513,110130,2280072,20.703459547807,15407000,14861836,218267,624323,63339,36182,445643,14237513,96.5,1.4,4.1,0.4,0.2,2.9,92.4,48.62,749115684,25,24.1,24.7,26.1,0.1,35.6,28.1,"SRS4831248","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_42_sra_base_sums_SRP199678_SRR9139142_ALL_bw","2 months","Microglia","WT","female","Microglia","Saline","grp33"
"SRR9139143",3680380,"SRR9139143","SRS4831249","SRX5912362","GSM3823778_ MG_Sal_WT_3M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823778","GSM3823778","MG_Sal_WT_3M",1892671922,19455104,"2019_11_28 20_26_13",731330547,1892671922,19455104,19455104,"index_0_count_19455104_average_48_64_stdev_2_11_index_1_count_19455104_average_48_64_stdev_2_10","GSM3823778_r1",0.38,2.81,0.09,1693175799,1696791605,1629996405,1641973433,100.21,100.73,18797393,14956231,215.019,1625.086,81,72226,85.73,89.21,20181169,16114966,20181169,16114966,84.98,85.66,20181169,15974901,20181169,15473781,181024455,10.69,1.37,3.77,0.42,0.21,2.75,18797393,97,96.29,1.18,0,1.13,397.95,0.13,265885,19455104,732657,82393,40347,534971,1510,14049,3027512,9027,3052098,92.85,18064736,116502,2990516,25.669224562668,19455104,18797393,265885,732657,82393,40347,534971,18064736,96.6,1.4,3.8,0.4,0.2,2.7,92.9,48.64,946389377,24.9,24.2,24.9,26,0,35.5,27.8,"SRS4831249","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_43_sra_base_sums_SRP199678_SRR9139143_ALL_bw","2 months","Microglia","WT","male","Microglia","Saline","grp34"
"SRR9139144",3680412,"SRR9139144","SRS4831111","SRX5912224","GSM3823779_ MG_Sal_WT_4M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823779","GSM3823779","MG_Sal_WT_4M",1721792330,17714624,"2019_11_28 20_26_04",684106769,1721792330,17714624,17714624,"index_0_count_17714624_average_48_60_stdev_2_21_index_1_count_17714624_average_48_60_stdev_2_20","GSM3823779_r1",0.3,2.79,0.11,1518054528,1523732469,1458843201,1472220181,100.37,100.92,16967476,13481105,212.035,1630.489,80,67425,86.17,89.83,18291790,14621585,18291790,14621585,85.45,86.16,18291790,14499177,18291790,14023100,154088180,10.15,1.37,3.9,0.48,0.2,3.54,16967476,97,96.17,1.17,0,1.11,637.73,0.18,241909,17714624,691302,84674,36220,626254,1348,12634,2753361,8346,2775689,91.88,16276174,112342,2709589,24.119109504905,17714624,16967476,241909,691302,84674,36220,626254,16276174,95.8,1.4,3.9,0.5,0.2,3.5,91.9,48.6,860925997,24.9,24.2,25.1,25.7,0.1,35.6,28.1,"SRS4831111","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_44_sra_base_sums_SRP199678_SRR9139144_ALL_bw","2 months","Microglia","WT","male","Microglia","Saline","grp34"
"SRR9139145",3680443,"SRR9139145","SRS4831112","SRX5912225","GSM3823780_ MG_Sal_KO_1F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823780","GSM3823780","MG_Sal_KO_1F",1405254319,14429702,"2019_11_28 20_26_04",546644250,1405254319,14429702,14429702,"index_0_count_14429702_average_48_70_stdev_1_99_index_1_count_14429702_average_48_69_stdev_1_99","GSM3823780_r1",0.43,3.18,0.11,1258303608,1257092601,1206252478,1212212811,99.9,100.49,13862648,11136817,222.325,1598.359,80,50096,80.67,84.3,15015028,11182889,15015028,11182889,80.15,80.78,15015028,11111458,15015028,10715498,196913160,15.65,1.5,4.14,0.44,0.27,3.22,13862648,97,96.39,1.18,0,1.1,480.99,0.14,216769,14429702,596804,63532,38426,465096,1052,9403,2046921,6646,2064022,91.93,13265844,107340,2038926,18.995025153717,14429702,13862648,216769,596804,63532,38426,465096,13265844,96.1,1.5,4.1,0.4,0.3,3.2,91.9,48.7,702669473,25.1,23.9,24.9,26.1,0,35.5,28,"SRS4831112","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_45_sra_base_sums_SRP199678_SRR9139145_ALL_bw","2 months","Microglia","KO","female","Microglia","Saline","grp27"
"SRR9139146",3680476,"SRR9139146","SRS4831113","SRX5912226","GSM3823781_ MG_Sal_KO_2F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823781","GSM3823781","MG_Sal_KO_2F",1372814298,14120898,"2019_11_28 20_26_04",530972729,1372814298,14120898,14120898,"index_0_count_14120898_average_48_61_stdev_2_19_index_1_count_14120898_average_48_61_stdev_2_18","GSM3823781_r1",0.33,3,0.06,1216112449,1215178375,1166269806,1172146621,99.92,100.5,13560557,10932783,212.894,1544.499,80,53613,82.15,85.84,14683019,11140236,14683019,11140236,81.48,82.16,14683019,11048775,14683019,10662769,169248909,13.92,1.5,4.13,0.44,0.28,3.25,13560557,97,96.22,1.18,0,1.12,591.11,0.14,212310,14120898,583236,61831,39305,459205,1067,9603,2072776,6625,2090071,91.9,12977321,106374,2047691,19.249920093256,14120898,13560557,212310,583236,61831,39305,459205,12977321,96,1.5,4.1,0.4,0.3,3.3,91.9,48.61,686444180,25.1,24.1,24.7,26,0.1,35.5,27.8,"SRS4831113","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_46_sra_base_sums_SRP199678_SRR9139146_ALL_bw","2 months","Microglia","KO","female","Microglia","Saline","grp27"
"SRR9139147",3680508,"SRR9139147","SRS4831114","SRX5912227","GSM3823782_ MG_Sal_KO_3F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__Saline","GEO Accession__GSM3823782","GSM3823782","MG_Sal_KO_3F",1466875628,15091374,"2019_11_28 20_26_04",570581067,1466875628,15091374,15091374,"index_0_count_15091374_average_48_60_stdev_2_21_index_1_count_15091374_average_48_60_stdev_2_20","GSM3823782_r1",0.28,2.87,0.09,1301194640,1299747350,1253721045,1259180879,99.89,100.44,14524852,11873936,210.884,1507.891,81,57819,79.68,82.84,15614068,11572705,15614068,11572705,78.92,79.5,15614068,11462435,15614068,11105779,222238382,17.08,1.37,3.68,0.46,0.27,3.02,14524852,97,96.27,1.18,0,1.12,624.47,0.14,207254,15091374,554814,69020,41437,456065,1132,10155,2113565,7385,2132237,92.57,13970038,110291,2083923,18.894769292145,15091374,14524852,207254,554814,69020,41437,456065,13970038,96.2,1.4,3.7,0.5,0.3,3,92.6,48.6,733467465,25.3,23.8,24.6,26.1,0.1,35.5,27.8,"SRS4831114","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_47_sra_base_sums_SRP199678_SRR9139147_ALL_bw","2 months","Microglia","KO","female","Microglia","Saline","grp27"
"SRR9139148",3680540,"SRR9139148","SRS4831115","SRX5912228","GSM3823783_ MG_LPS_WT_1M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823783","GSM3823783","MG_LPS_WT_1M",1450645607,14911753,"2019_11_28 20_26_04",562360795,1450645607,14911753,14911753,"index_0_count_14911753_average_48_64_stdev_2_12_index_1_count_14911753_average_48_64_stdev_2_11","GSM3823783_r1",0.42,2.8,0.09,1286386783,1283373314,1238987531,1242697052,99.77,100.3,14270716,11558042,220.271,1551.643,80,53416,79.69,82.9,15327573,11372338,15327573,11372338,79.1,79.66,15327573,11287810,15327573,10928694,217714000,16.92,1.6,3.7,0.4,0.29,3.62,14270716,97,96.32,1.19,0,1.12,531.51,0.14,238738,14911753,552240,59332,42638,539067,1004,9617,2055809,6356,2072786,92,13718476,108623,2034979,18.734328825387,14911753,14270716,238738,552240,59332,42638,539067,13718476,95.7,1.6,3.7,0.4,0.3,3.6,92,48.64,725372856,25.2,23.9,24.5,26.3,0,35.5,28,"SRS4831115","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_48_sra_base_sums_SRP199678_SRR9139148_ALL_bw","2 months","Microglia","WT","male","Microglia","LPS","grp19"
"SRR9139149",3680574,"SRR9139149","SRS4831116","SRX5912229","GSM3823784_ MG_LPS_WT_5F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823784","GSM3823784","MG_LPS_WT_5F",1384041047,14263211,"2019_11_28 20_26_04",543839148,1384041047,14263211,14263211,"index_0_count_14263211_average_48_52_stdev_2_38_index_1_count_14263211_average_48_52_stdev_2_37","GSM3823784_r1",0.6,2.87,0.15,1207723080,1208439336,1148022959,1156527585,100.06,100.74,13673848,11199192,198.397,1373.434,81,59944,83.09,87.63,15049038,11361479,15049038,11361479,83.53,84.29,15049038,11421660,15049038,10928201,147761315,12.23,1.53,4.97,0.48,0.24,3.41,13673848,97,95.99,1.18,0,1.13,583.49,0.15,217648,14263211,708759,68613,34224,486526,1110,10270,2144016,6726,2162122,90.9,12965089,108537,2103916,19.384320554281,14263211,13673848,217648,708759,68613,34224,486526,12965089,95.9,1.5,5,0.5,0.2,3.4,90.9,48.52,692048566,24.9,24,25,26,0.1,35.4,27.3,"SRS4831116","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_49_sra_base_sums_SRP199678_SRR9139149_ALL_bw","2 months","Microglia","WT","female","Microglia","LPS","grp13"
"SRR9139150",3680795,"SRR9139150","SRS4831117","SRX5912230","GSM3823785_ MG_LPS_WT_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823785","GSM3823785","MG_LPS_WT_6F",1305346718,13451060,"2019_11_28 20_26_04",503823804,1305346718,13451060,13451060,"index_0_count_13451060_average_48_53_stdev_2_37_index_1_count_13451060_average_48_52_stdev_2_37","GSM3823785_r1",0.36,3.08,0.14,1142173903,1142949855,1088112840,1096180973,100.07,100.74,12912657,10642188,198.423,1371.02,80,56709,80.51,84.71,14160264,10396285,14160264,10396285,80.61,81.31,14160264,10409091,14160264,9978042,173322211,15.17,1.47,4.76,0.5,0.31,3.19,12912657,97,96.06,1.17,0,1.08,620.82,0.13,198305,13451060,640409,67261,41512,429630,1053,9049,1953434,4991,1968527,91.24,12272248,103578,1921821,18.554335862828,13451060,12912657,198305,640409,67261,41512,429630,12272248,96,1.5,4.8,0.5,0.3,3.2,91.2,48.53,652716673,25,24,24.6,26.3,0.1,35.6,28.1,"SRS4831117","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_50_sra_base_sums_SRP199678_SRR9139150_ALL_bw","2 months","Microglia","WT","female","Microglia","LPS","grp13"
"SRR9139151",3680828,"SRR9139151","SRS4831118","SRX5912231","GSM3823786_ MG_LPS_WT_8M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823786","GSM3823786","MG_LPS_WT_8M",1283418406,13232750,"2019_11_28 20_26_04",495495160,1283418406,13232750,13232750,"index_0_count_13232750_average_48_50_stdev_2_43_index_1_count_13232750_average_48_49_stdev_2_42","GSM3823786_r1",0.54,2.87,0.17,1112069649,1110806913,1050522409,1057111174,99.89,100.63,12655789,10465843,194.212,1304.563,70,57595,81.96,87.05,14091791,10372545,14091791,10372545,82.9,83.74,14091791,10491574,14091791,9978233,140184813,12.61,1.71,5.59,0.45,0.27,3.63,12655789,96,95.91,1.19,0,1.15,299.61,0.13,226940,13232750,739890,60129,36025,480807,1169,9500,1975358,7597,1993624,90.05,11915899,104949,1935803,18.445178134141,13232750,12655789,226940,739890,60129,36025,480807,11915899,95.6,1.7,5.6,0.5,0.3,3.6,90,48.5,641748840,24.9,24.1,24.8,26.1,0.1,35.5,27.7,"SRS4831118","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_51_sra_base_sums_SRP199678_SRR9139151_ALL_bw","2 months","Microglia","WT","male","Microglia","LPS","grp19"
"SRR9139152",3680860,"SRR9139152","SRS4831119","SRX5912232","GSM3823787_ MG_LPS_WT_9M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823787","GSM3823787","MG_LPS_WT_9M",1382135192,14247389,"2019_11_28 20_26_04",549610028,1382135192,14247389,14247389,"index_0_count_14247389_average_48_51_stdev_2_40_index_1_count_14247389_average_48_50_stdev_2_39","GSM3823787_r1",0.49,2.78,0.13,1194653712,1197576828,1130592707,1141047180,100.24,100.92,13584982,10957165,198.473,1423.654,70,61287,85.7,90.83,15078851,11642357,15078851,11642357,86.46,87.38,15078851,11745582,15078851,11199664,108413462,9.07,1.58,5.39,0.46,0.23,3.96,13584982,97,95.91,1.19,0,1.15,431.01,0.18,225423,14247389,767228,66126,32173,564108,1225,10957,2297824,6940,2316946,89.97,12817754,106564,2245941,21.075982508164,14247389,13584982,225423,767228,66126,32173,564108,12817754,95.4,1.6,5.4,0.5,0.2,4,90,48.51,691090212,24.7,24.4,25.3,25.5,0.1,35.6,28.1,"SRS4831119","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_52_sra_base_sums_SRP199678_SRR9139152_ALL_bw","2 months","Microglia","WT","male","Microglia","LPS","grp19"
